features,name,new_price,old_price,rating,url
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 441,82 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 442,77 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 442,89 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 446,64 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 447,05 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 447,30 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 447,86 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 448,23 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 449,25 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 449,85 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 454,21 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 454,67 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 455,15 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""Intel Core i5-8400"">
Model procesora:
<b>Intel Core i5-8400</b>
</div>
<div class=""cat-product-feature"" title=""Gigabyte H310M DS2"">
Model płyty:
<b>Gigabyte H310M DS2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""16 GB"">
Wielkość pamięci RAM:
<b>16 GB</b>
</div>
<a href=""/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer Morele ELITE H2950 16 GB RAM/ 128 GB SSD/ 2 TB HDD/
","3 456,26 zł",,Ten produkt w ciągu ostatnich 90 dni kupiło <b>15 osób</b>,https:/www.morele.net/komputer-morele-elite-h2950-16-gb-ram-128-gb-ssd-2-tb-hdd-1558033/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 462,16 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 462,98 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 467,95 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 468,72 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 470,49 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 470,69 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 470,71 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 471,24 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 473,33 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
"<div class=""cat-product-features"">
<div class=""cat-product-features-title""><i class=""icon-spec""></i>CECHY PRODUKTU</div>
<div class=""cat-product-feature"" title=""GeForce GTX 1050 Ti"">
Chipset graficzny:
<b>GeForce GTX 1050 Ti</b>
</div>
<div class=""cat-product-feature"" title=""AMD Ryzen 5 2600"">
Model procesora:
<b>AMD Ryzen 5 2600</b>
</div>
<div class=""cat-product-feature"" title=""MSI B450M PRO-M2"">
Model płyty:
<b>MSI B450M PRO-M2</b>
</div>
<div class=""cat-product-feature"" title=""Elite"">
Seria:
<b>Elite</b>
</div>
<div class=""cat-product-feature"" title=""8 GB"">
Wielkość pamięci RAM:
<b>8 GB</b>
</div>
<a href=""/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/?scroll-to-component=specification"" class=""cat-product-features-button"">Pokaż więcej</a>
</div>","
Komputer ELITE (OC) H2850 8 GB RAM/ 240 GB SSD/ 2 TB HDD/ Windows 10 Pro
","3 474,51 zł",,,https:/www.morele.net/komputer-elite-oc-h2850-8-gb-ram-240-gb-ssd-2-tb-hdd-windows-10-pro-4875572/
